,char,strokeorder
3304,閤,27 31 26 26 27 10 26 26 29 25 26 27 31 26
3305,覚,30 30 28 27 33 27 31 26 26 26 28 47
3306,哨,27 31 26 27 30 28 27 10 26 26
3307,逝,26 39 0 28 29 26 27 30 31 44
3308,埔,26 27 26 26 27 10 26 26 27 30
3309,脊,28 0 28 30 28 25 27 10 26 26
3310,峻,27 34 27 42 30 28 44 28 12 25
3311,酪,26 27 31 29 6 26 26 28 12 25 27 31 26
3312,崂,27 34 27 26 27 27 30 33 10 29
3313,嫣,42 28 26 26 27 26 27 26 26 15 30 30 30 30
3314,娆,42 28 26 26 28 3 26 28 47
3315,妩,40 28 26 26 26 29 47
3316,倉,28 25 30 31 26 26 28 27 31 26
3317,玓,26 26 27 26 28 10 30
3318,碚,26 28 27 31 26 30 26 30 28 26 27 31 26
3319,邂,28 33 29 10 26 26 27 10 29 28 26 26 27 30 31 44
3320,闫,27 30 10 26 26 26
3321,偿,28 27 27 30 28 30 33 26 26 42 30
3322,喧,27 31 26 30 30 33 26 27 31 26 26 26
3323,笈,28 26 30 28 26 30 29 18 25
3324,蝈,27 31 26 27 0 30 27 31 26 26 27 26 30 26
3325,晏,27 31 26 26 30 30 33 40 28 26
3326,恰,30 30 27 29 25 26 27 31 26
3327,費,31 26 15 28 27 27 31 26 26 26 28 30
3328,煨,30 28 28 30 27 31 26 27 26 26 37 28 25
3329,觅,28 30 30 28 27 31 29 47
3330,菡,27 26 27 26 33 39 30 0 40 34 27
3331,熔,30 28 29 30 30 30 33 28 30 28 25 27 31 26
3332,珲,26 26 27 26 30 33 26 34 26 27
3333,缸,28 26 26 27 34 27 26 27 26
3334,诞,30 16 28 27 26 34 18 25
3335,昏,28 37 26 3 27 31 26 26
3336,梭,26 27 28 30 42 30 28 44 28 12 25
3337,樽,26 27 28 30 30 28 26 27 31 29 6 26 26 26 39 30
3338,逅,28 29 26 27 31 26 30 31 44
3339,餠,28 30 30 31 26 26 37 30 28 26 26 29 28 26 26 27
3340,蜒,27 31 26 27 0 30 28 27 26 34 18 25
3341,昂,27 31 26 26 28 37 10 27
3342,萂,26 27 27 28 26 27 28 30 27 31 26
3343,臂,31 26 29 27 31 26 30 26 30 28 26 26 27 29 10 26 26
3344,雯,26 30 33 27 26 26 26 26 30 26 28 25
3345,涞,30 30 0 26 30 28 26 27 28 25
3346,吋,27 31 26 26 39 30
3347,憩,28 26 27 27 31 26 28 27 31 26 26 26 30 5 30 30
3348,茹,26 27 27 40 28 26 27 31 26
3349,咏,27 31 26 30 10 12 28 25
3350,鳮,12 25 28 27 31 26 26 26 10 30 30 30 30
3351,壮,27 30 0 26 27 26
3352,祠,30 12 27 30 31 26 27 31 26
3353,臨,26 27 31 26 27 34 28 26 27 31 26 27 31 26 27 31 26
3354,浏,30 30 0 30 26 28 25 27 39
3355,穆,28 26 27 28 25 28 27 31 26 26 39 28 30 28 28 28
3356,癸,12 30 28 28 25 26 26 29 25
3357,瘦,30 26 29 30 0 28 27 26 31 26 26 27 12 25
3358,困,27 31 26 27 28 25 26
3359,颂,28 25 42 30 26 28 27 31 29 30
3360,鵔,28 27 31 26 26 26 10 30 30 30 30 42 30 28 44 28 12 25
3361,現,26 26 27 26 27 31 26 26 26 29 47
3362,輕,26 27 31 26 26 26 27 26 40 40 40 26 27 26
3363,疝,30 26 29 30 0 27 34 27
3364,賣,26 27 26 27 31 27 27 26 27 31 26 26 26 28 30
3365,粽,30 28 26 27 28 25 30 30 33 26 26 39 28 30
3366,辟,31 26 29 27 31 26 30 26 30 28 26 26 27
3367,臊,29 10 26 26 27 31 26 27 31 26 27 31 26 26 27 28 25
3368,熄,30 28 29 30 28 27 31 26 26 26 30 5 30 30
3369,幔,27 10 27 27 31 26 26 27 31 27 27 26 12 25
3370,韭,27 26 26 26 27 26 26 26 26
3371,柠,26 27 28 30 30 30 33 26 39
3372,她,40 28 26 10 27 47
3373,屈,31 26 29 34 27 27 34 27
3374,莹,26 27 27 30 33 26 26 27 26 30
3375,伍,28 27 26 27 31 26
3376,則,27 31 26 26 26 28 30 27 39
3377,詠,30 26 26 26 27 31 26 30 10 12 28 25
3378,瑷,26 26 27 26 28 30 30 28 30 33 26 28 12 25
3379,炅,27 31 26 26 30 28 29 25
3380,榕,26 27 28 30 30 30 33 28 30 28 25 27 31 26
3381,揚,26 39 0 27 31 26 26 26 28 10 28 28
3382,負,28 33 27 31 26 26 26 28 30
3383,啄,27 31 26 26 28 1 28 28 30 28 25
3384,卒,30 26 29 25 29 25 26 27
3385,硫,26 28 27 31 26 30 26 34 30 28 27 47
3386,孤,33 3 0 28 28 37 30 25
3387,邵,10 29 27 31 26 20 27
3388,圩,26 27 26 26 26 39
3389,喬,28 26 29 25 27 31 26 27 10 27 31 26
3390,遊,30 26 10 28 28 26 33 3 26 30 12 44
3391,腕,28 10 26 26 30 27 33 28 12 30 10 47
3392,範,28 26 30 28 26 30 26 27 31 26 26 26 27 10 47
3393,坷,26 27 26 26 39 27 31 26
3394,谓,30 16 27 31 26 27 26 29 10 26 26
3395,膠,29 10 26 26 10 30 0 10 30 0 28 25 28 28 28
3396,瓢,26 27 31 27 27 26 26 26 39 30 30 28 29 37 30 25
3397,晦,27 31 26 26 28 26 34 10 30 30 26
3398,冥,30 33 27 31 26 26 30 26 28 30
3399,刨,28 10 31 26 47 27 39
3400,丑,31 26 27 26
3401,様,26 27 28 25 30 28 26 26 27 26 39 12 28 25
3402,刑,26 26 29 27 27 39
3403,願,26 29 28 27 31 26 26 39 28 30 26 28 27 31 26 26 26 28 30
3404,嵩,27 34 27 30 26 27 31 26 27 10 27 31 26
3405,氽,28 25 39 12 28 25
3406,呱,27 31 26 28 28 37 30 25
3407,瘀,30 26 29 30 0 30 26 10 29 28 25 30 30
3408,薡,26 27 27 27 31 26 26 26 45 26 29 27 26 27 31
3409,製,28 26 26 27 31 27 27 39 30 26 28 37 28 25
3410,環,26 26 27 26 27 31 27 27 26 26 27 31 26 28 37 28 25
3411,裡,30 12 27 28 30 27 31 26 26 26 27 26
3412,睦,27 31 26 26 26 26 27 26 28 30 26 27 26
3413,營,30 28 29 30 30 28 29 25 30 33 27 31 26 27 31 26
3414,吒,27 31 26 28 26 47
3415,颍,28 47 39 12 28 25 26 28 27 31 29 30
3416,崖,27 34 27 26 29 26 27 26 26 27 26
3417,龈,27 26 27 26 29 25 34 27 31 26 26 37 28 25
3418,沂,30 30 0 28 29 26 27
3419,汐,30 30 0 28 12 30
3420,且,27 31 26 26 26
3421,圃,27 31 26 27 10 26 26 27 30 26
3422,滇,30 30 0 26 27 27 31 26 26 26 26 28 30
3423,歆,30 26 30 28 26 27 31 26 26 28 33 29 25
3424,覺,28 27 26 26 28 30 28 30 31 26 26 27 33 27 31 26 26 26 28 47
3425,閏,27 31 26 26 27 10 26 26 26 26 27 26
3426,濮,30 30 0 28 27 27 27 30 28 26 30 28 26 26 26 29 25
3427,盎,27 31 26 29 25 27 31 27 27 26
3428,舫,28 29 10 30 30 26 30 26 10 29
3429,繹,42 42 30 30 30 30 27 31 27 27 26 26 27 26 30 28 26 26 27
3430,骇,31 15 26 30 26 42 28 28 30
3431,蝠,27 31 26 27 0 30 26 27 31 26 27 31 26 27 26
3432,葆,26 27 27 28 27 27 31 26 26 27 28 25
3433,捆,26 39 0 27 31 26 27 28 25 26
3434,陇,20 27 26 29 28 47 30
3435,臆,29 10 26 26 30 26 30 28 26 27 31 26 26 30 5 30 30
3436,暧,27 31 26 26 28 30 30 28 30 33 26 28 12 25
3437,婕,42 28 26 26 31 26 26 27 26 28 25
3438,曦,27 31 26 26 30 28 26 26 27 26 28 26 27 28 30 26 15 3 28 30
3439,奧,29 27 10 28 30 28 26 27 28 25 26 29 25
3440,蜕,27 31 26 27 0 30 30 28 27 31 26 29 47
3441,腸,29 10 26 26 27 31 26 26 26 28 10 28 28
3442,涿,30 30 0 26 28 1 28 28 30 28 25
3443,鉑,28 30 26 26 27 30 28 0 28 27 31 26 26
3444,滁,30 30 0 20 27 28 25 26 26 39 28 30
3445,螃,27 31 26 27 0 30 30 26 30 28 30 33 30 26 10 29
3446,傑,28 27 28 12 30 26 34 27 26 27 28 25
3447,鉄,28 30 26 26 27 30 28 0 29 26 26 29 25
3448,捐,26 39 0 27 31 26 29 10 26 26
3449,廛,30 26 29 27 31 26 26 26 27 26 28 44 26 27 26
3450,靶,26 27 27 26 27 31 26 26 27 31 27 26 47
3451,廂,30 26 29 26 27 28 30 27 31 26 26 26
3452,斌,30 26 28 25 26 26 3 30 27 26 27 26
3453,槁,26 27 28 30 30 26 27 31 26 27 10 27 31 26
3454,緒,42 42 30 30 30 30 26 27 26 28 27 31 26 26
3455,盔,26 28 30 28 29 25 27 31 27 27 26
3456,遨,26 26 27 26 10 29 28 26 28 25 30 31 44
3457,迩,28 33 39 28 30 30 31 44
3458,袍,30 12 27 28 30 28 10 31 26 47
3459,觳,26 27 26 30 33 26 28 33 29 10 26 26 27 29 21 12 25
3460,匣,26 27 31 26 26 27 34
3461,赌,27 31 29 30 26 27 26 28 27 31 26 26
3462,诤,30 16 28 33 31 26 26 39
3463,題,27 31 26 26 26 27 26 28 25 26 28 27 31 26 26 26 28 30
3464,偭,28 27 26 28 27 31 27 27 26 26 26
3465,診,30 26 26 26 27 31 26 28 25 28 28 28
3466,乓,28 27 26 27 26 30
3467,喀,27 31 26 30 30 33 28 12 25 27 31 26
3468,鲸,28 33 27 31 26 27 26 26 30 26 27 31 26 39 28 30
3469,嶪,27 34 27 27 27 30 28 26 30 28 26 26 26 27 28 25
3470,褡,30 12 27 28 30 26 27 27 29 25 26 27 31 26
3471,莘,26 27 27 30 26 30 28 26 26 27
3472,傢,28 27 30 30 33 26 28 1 28 28 28 25
3473,妃,40 28 26 31 26 47
3474,淄,30 30 0 40 40 40 27 31 26 27 26
3475,將,34 27 26 29 28 12 30 30 26 39 30
3476,畫,31 26 26 26 27 26 27 31 26 27 26 26
3477,胗,29 10 26 26 28 25 28 28 28
3478,歲,27 26 27 26 26 28 26 39 30 28 3 28 30
3479,碰,26 28 27 31 26 30 28 26 27 27 30 28 26
3480,戎,26 3 28 30 26 28
3481,丈,26 29 25
3482,痤,30 26 28 30 0 28 30 28 25 26 27 26
3483,畵,31 26 26 26 27 26 27 31 26 27 26 34 27
3484,晌,27 31 26 26 28 27 10 27 31 26
3485,拎,26 39 0 28 25 30 33 30
3486,婦,40 28 26 31 26 26 30 33 27 10 27
3487,沛,30 30 0 26 27 31 27
3488,殊,26 28 12 30 28 26 26 27 28 25
3489,吏,26 27 31 26 29 25
3490,庵,30 26 29 26 29 25 27 31 26 26 47
3491,壬,28 26 27 26
3492,啓,30 31 26 29 28 26 28 25 27 31 26
3493,憾,30 30 27 26 29 3 28 30 26 27 31 26 30 5 30 30
3494,眯,27 31 26 26 26 30 28 26 27 28 25
3495,坯,26 27 26 26 28 27 30 26
3496,裢,30 12 27 28 30 26 34 26 27 30 31 44
3497,叹,27 31 26 12 25
3498,葚,26 27 27 26 27 27 26 26 26 28 30 34
3499,釘,28 30 26 26 27 30 28 0 26 39
3500,锺,28 26 26 26 37 28 26 27 31 26 26 26 27 26
3501,耽,26 27 27 26 26 26 30 33 29 47
3502,毡,28 26 26 47 27 26 27 31 26
3503,兮,28 25 26 15
3504,黒,27 31 26 26 26 27 26 30 30 30 30
3505,稼,28 26 27 28 30 30 30 33 26 28 1 28 28 28 25
3506,齊,30 26 30 28 27 10 28 28 37 25 28 27 26 26
3507,雏,28 33 31 26 26 28 27 30 26 26 26 27 26
3508,領,28 25 30 33 30 26 28 27 31 26 26 26 28 30
3509,哟,27 31 26 42 42 0 28 10 30
3510,廎,30 26 29 28 47 26 28 27 31 26 26 26 28 30
3511,軽,26 27 31 26 26 26 27 12 25 26 27 26
3512,朴,26 27 28 30 27 30
3513,權,26 27 28 30 27 26 27 26 27 31 26 27 31 26 28 27 30 26 26 26 27 26
3514,曾,30 28 27 31 27 30 28 26 27 31 26 26
3515,扭,26 39 0 31 26 27 26
3516,貢,26 27 26 27 31 26 26 26 28 30
3517,璎,26 26 27 26 27 31 29 30 27 31 29 30 40 28 26
3518,檬,26 27 28 30 26 27 27 30 33 26 26 28 1 28 28 28 25
3519,継,28 30 42 30 27 30 30 30 28 26 27 28 25 34
3520,郴,26 27 28 30 26 27 28 25 20 27
3521,姨,42 28 26 26 31 26 15 28 25
3522,渴,30 30 0 27 31 26 26 28 10 28 25 34
3523,蚬,27 31 26 27 0 30 27 31 29 47
3524,琐,26 26 27 26 27 30 28 27 31 29 30
3525,挤,26 39 0 30 26 28 25 29 27
3526,衔,28 28 27 28 26 26 26 37 26 26 39
3527,蕐,26 27 27 26 28 30 28 30 28 30 28 30 26 26 27
3528,奕,30 26 29 39 28 30 26 29 25
3529,約,42 42 30 30 30 30 28 10 30
3530,鞍,26 27 27 26 27 31 26 26 27 30 30 33 40 28 26
3531,溧,30 30 0 26 27 31 29 6 26 26 27 28 25
3532,慌,27 27 30 26 27 27 30 26 34 28 27 47
3533,瀑,30 30 0 27 31 26 26 26 27 27 26 28 30 39 30 0 28 30
3534,咛,27 31 26 30 30 33 26 39
3535,琅,26 26 27 26 30 31 26 26 37 28 25
3536,霆,26 30 33 27 26 26 26 26 28 26 27 26 18 25
3537,铖,28 26 26 26 37 26 29 10 3 28 30
3538,餅,28 30 30 31 26 26 37 30 30 28 26 26 29 27
3539,鄞,26 27 27 26 27 31 26 26 26 27 26 49 27
3540,蕓,27 26 27 26 26 30 33 27 26 26 26 26 26 26 42 30
3541,溶,30 30 0 30 30 33 28 30 28 25 27 31 26
3542,霄,26 30 33 27 26 26 26 26 27 30 28 27 10 26 26
3543,赂,27 31 29 30 28 12 25 27 31 26
3544,莼,26 27 27 42 42 0 26 34 27 47
3545,彌,31 26 15 26 27 28 25 27 10 28 30 28 30 28 30 28 30
3546,仃,28 27 26 39
3547,沏,30 30 0 26 47 10 29
3548,铠,28 26 26 26 37 27 34 27 31 26 47
3549,慰,31 26 29 26 26 39 28 30 26 39 30 30 5 30 30
3550,瑛,26 26 27 26 26 27 27 27 31 26 29 25
3551,笕,28 26 30 28 26 30 27 31 29 47
3552,嶩,27 34 27 27 31 26 27 27 26 26 29 26 26 37 28 25
3553,兢,26 27 27 31 26 29 47 26 27 27 31 26 29 47
3554,绥,42 42 0 28 30 30 28 40 28 26
3555,邨,26 34 27 47 20 27
3556,坂,26 27 26 28 29 12 25
3557,賞,27 30 28 30 33 27 31 26 27 31 26 26 26 28 30
3558,渎,30 30 0 26 27 33 30 30 26 29 30
3559,辐,26 34 26 27 26 27 31 26 27 31 26 27 26
3560,鴿,29 25 26 27 31 26 28 27 31 26 26 26 10 30 30 30 30
3561,劉,28 37 30 10 28 28 25 26 26 27 30 28 0 27 39
3562,籣,28 26 30 28 26 30 27 31 26 26 27 10 26 26 26 27 31 30 28 26 27 28 25
3563,渍,30 30 0 26 26 27 26 27 31 29 30
3564,竿,28 26 30 28 26 30 26 26 27
3565,胥,33 27 26 28 25 29 10 26 26
3566,莭,26 27 27 28 27 31 26 26 28 47 10 27
3567,儲,28 27 30 26 26 26 27 31 26 26 27 26 28 27 31 26 26
3568,鰲,26 27 26 30 26 10 29 28 26 28 25 28 33 27 31 26 27 26 30 30 30 30
3569,旯,27 31 26 26 29 14
3570,窃,30 30 33 28 44 26 47 10 29
3571,曝,27 31 26 26 27 31 26 26 26 27 27 26 28 30 39 30 0 28 30
3572,鹧,30 26 29 26 27 27 26 30 30 30 30 28 10 30 15 26
3573,啃,27 31 26 27 26 27 26 29 10 26 26
3574,僅,28 27 26 27 27 26 27 31 26 26 26 27 26
3575,膨,29 10 26 26 26 27 26 27 31 26 30 28 26 28 28 28
3576,砺,26 28 27 31 26 26 29 26 29 10
3577,峪,27 34 27 28 30 28 25 27 31 26
3578,呆,27 31 26 26 27 28 25
3579,嶺,27 34 27 28 25 30 33 30 26 28 27 31 26 26 26 28 30
3580,阵,20 27 26 34 26 27
3581,竺,28 26 30 28 26 30 26 26
3582,疤,30 26 29 30 0 31 27 26 47
3583,廚,30 26 29 26 27 26 27 31 26 30 28 26 26 39 30
3584,赈,27 31 29 30 26 29 26 26 37 28 25
3585,剃,30 28 31 26 15 27 28 27 39
3586,叽,27 31 26 29 14
3587,調,30 26 26 26 27 31 26 29 10 26 27 26 27 31 26
3588,頂,26 39 26 28 27 31 26 26 26 28 30
3589,瑟,26 26 27 26 26 26 27 26 30 5 30 28 30
3590,禦,28 28 27 28 26 26 27 26 27 26 10 27 26 26 39 28 25
3591,囱,28 27 31 28 12 30 26
3592,隱,20 27 28 30 30 28 26 27 26 31 26 26 30 5 30 30
3593,霓,26 30 33 27 26 26 26 26 28 27 26 31 26 26 29 47
3594,韶,30 26 30 28 26 27 31 26 26 10 29 27 31 26
3595,苼,26 27 27 28 26 26 27 26
3596,喱,27 31 26 26 29 27 31 26 26 26 27 26
3597,絨,42 42 30 30 30 30 26 3 28 30 26 28
3598,嗑,27 31 26 26 27 26 42 30 27 31 27 27 26
3599,酗,26 27 31 29 6 26 26 28 25 34 27
3600,哉,26 27 26 3 28 30 27 31 26
3601,迠,27 26 27 31 26 30 31 44
3602,凇,30 0 26 27 28 30 28 25 42 30
3603,桁,26 27 28 30 28 28 27 26 26 39
3604,芊,26 27 27 28 26 27
3605,粀,30 28 26 27 28 25 26 29 25
3606,昔,26 27 27 26 27 31 26 26
3607,涟,30 30 0 26 34 26 27 30 31 44
3608,铨,28 26 26 26 37 28 44 26 26 27 26
3609,珞,26 26 27 26 28 12 25 27 31 26
3610,肢,29 10 26 26 26 27 12 25
3611,烁,30 28 28 30 28 34 39 28 30
3612,穴,30 30 33 28 44
3613,濟,30 30 0 30 26 30 28 27 10 28 28 37 25 28 27 26 26
3614,闌,27 31 26 26 27 10 26 26 26 27 31 30 28 26 27 28 25
3615,靚,26 26 27 26 29 10 26 26 27 31 26 26 26 29 47
3616,寝,30 30 33 27 30 0 31 26 26 30 33 12 25
3617,羯,30 28 26 26 26 28 27 31 26 26 28 10 28 25 34
3618,夌,26 27 26 28 44 28 12 25
3619,菠,26 27 27 30 30 0 33 29 27 12 25
3620,熱,26 27 26 28 30 26 27 26 29 14 30 30 30 30 30
3621,漪,30 30 0 28 1 28 26 29 25 26 39 27 31 26
3622,哗,27 31 26 28 27 28 47 26 27
3623,垦,31 26 26 37 28 25 26 27 26
3624,炳,30 28 29 30 26 27 10 29 30
3625,琥,26 26 27 26 27 26 33 29 26 47 29 14
3626,屡,31 26 29 30 28 26 27 28 25 40 28 26
3627,挽,26 39 0 28 33 27 31 26 29 47
3628,尴,26 28 47 27 27 28 26 30 27 31 27 27 26
3629,尬,26 29 47 28 25 29 27
3630,軸,26 27 31 26 26 26 27 27 31 26 27 26
3631,塌,26 27 26 27 31 26 26 10 30 0 10 30 0
3632,葩,26 27 27 28 27 31 26 26 31 27 26 47
3633,俩,28 27 26 27 10 29 30 29 30
3634,晤,27 31 26 26 26 27 31 26 27 31 26
3635,峭,27 34 27 27 30 28 27 10 26 26
3636,辞,28 26 27 27 31 26 30 26 30 28 26 26 27
3637,悼,30 30 27 27 26 27 31 26 26 26 27
3638,吵,27 31 26 39 28 30 28
3639,迭,29 26 26 29 25 30 31 44
3640,壽,26 27 26 33 26 27 26 26 27 31 26 26 39 30
3641,濠,30 30 0 30 26 27 31 26 30 33 26 28 1 28 28 28 25
3642,缪,42 42 0 10 30 0 10 30 0 28 25 28 28 28
3643,逼,26 27 31 26 27 31 26 27 26 30 31 44
3644,蛮,30 26 29 39 28 30 27 31 26 27 0 30
3645,犟,31 26 15 27 31 26 27 31 26 27 0 30 28 26 26 27
3646,橘,26 27 28 30 33 30 33 39 28 27 10 28 30 27 31 26
3647,滥,30 30 0 27 27 28 26 30 27 31 27 27 26
3648,诀,30 16 31 26 29 25
3649,砚,26 28 27 31 26 27 31 29 47
