,char,strokeorder
3309,脊,P T P D P N S HZG H H
3310,峻,S-SZ-S PZ-D P TN P-HP-N
3311,酪,H-S-HZ-SP-SW-H-H P-HP-N S-HZ-H
3312,崂,S-SZ-S H-S-S D-HG HZG-SP
3313,嫣,PZ P H H S H S H H SZWG D D D D
3314,娆,PZ P H H P XG H P SWG
3315,妩,PD-P-H H H-SP-SWG
3316,倉,P N D HZ H H P S HZ H
3317,玓,H H-S-H P-HZG D
3318,碚,H-P S-HZ-H D H D P H S-HZ-H
3319,邂,P-HG SP-HZG-H-H-S HZG-SP P-H-H-S D HZ-TN
3320,闫,S-D-HZG H H H
3321,偿,P-S S-D-P D-HG H H-PZ-D
3322,喧,S-HZ-H D-D-HG H S-HZ-H-H H
3323,笈,P-H-D P-H-D SP-HZZP-N
3324,蝈,S-HZ-H-S-T-D S-HZ H-H-S-H D H
3325,晏,S-HZ-H-H D-D-HG PD-P-H
3326,恰,D D S SP-N H S-HZ-H
3327,費,HZ H SZWG P S S HZ H H H P D
3328,煨,D P P D S HZ H S H H ST P N
3329,觅,P D D P S-HZ SP SWG
3330,菡,S-H S-H HG SG D T PD SZ S
3331,熔,D-P-SP-D D-D-HG P D P-N S-HZ-H
3332,珲,H H-S-H D-HG H-SZ-H-S
3333,缸,P-H-H-S-SZ-S H S-H
3334,诞,D HZT P S-H-SZ HZZP-N
3335,昏,P-ST-H-XG S-HZ-H-H
3336,梭,H-S-P-D PZ-D P TN P-HP-N
3337,樽,H-S-P-D D P H-S-HZ-SP-SW-H-H H-SG-D
3338,逅,P-SP-H S-HZ-H D HZ-TN
3339,餠,P-D D-HZ-H-H-ST-D P H-H-SP P H H-S
3340,蜒,S-HZ-H-S-T-D P-S-H-SZ HZZP-N
3341,昂,S HZ H H P ST HZG S
3342,萂,H-S-S P-H-S-P-D S-HZ-H
3343,臂,HZ-H-SP S-HZ-H D H D P H H-S SP-HZG-H-H
3344,雯,H-D-HG-S H H H H D H P-N
3345,涞,D D T H D P H-S-P-N
3346,吋,S-HZ-H H-SG-D
3347,憩,P-H-S S-HZ-H P-S-HZ-H-H-H D BXG D D
3348,茹,H-S-S PD-P-H S-HZ-H
3349,咏,S-HZ-H D HZG HP P-N
3350,鳮,HP-N P-S-HZ-H-H-H-HZG D D D D
3351,壮,S D T H-S-H
3352,祠,D HP S D HZ H S HZ H
3353,臨,H S HZ H S SZ P H S HZ H S HZ H S HZ H
3354,浏,D D T D H P-N S SG
3355,穆,P-H-S-P-N P-S-HZ-H-H SG P D P P P
3356,癸,HP-D P-P-N H-H-SP-N
3357,瘦,D H SP D T P S H HZ H H S HP N
3358,困,S-HZ H-S-P-N H
3359,颂,P N PZ-D H-P S-HZ SP-D
3360,鵔,P-S-HZ-H-H-H-HZG D D D D PZ-D P TN P-HP-N
3361,現,H H-S-H S-HZ-H-H-H SP SWG
3362,輕,H-S-HZ-H-H-H-S H PD-PD-PD H S-H
3363,疝,D-H-SP D T S-SZ-S
3364,賣,H-S-H S-HZ-S-S-H S-HZ-H-H-H P D
3365,粽,D P H-S-P-N D-D-HG H H SG P D
3366,辟,HZ-H-SP S-HZ-H D H D P H H-S
3367,臊,SP-HZG-H-H S-HZ-H S-HZ-H S-HZ-H H-S-P-N
3368,熄,D-P-SP-D P-S-HZ-H-H-H D BXG D D
3369,幔,S-HZG-S S-HZ-H-H S-HZ-S-S-H HP-N
3370,韭,S-H-H-H S-H-H-H H
3371,柠,H-S-P-D D-D-HG H-SG
3372,她,PD-P-H HZG-S-SWG
3373,屈,HZ-H-SP SZ-S-S-SZ-S
3374,莹,H-S-S D-HG H-H-S-H D
3375,伍,P-S H-S-HZ-H
3376,則,S-HZ-H-H-H P D S SG
3377,詠,D H H H S-HZ-H D HZG HP P-N
3378,瑷,H H-S-H P D D P D-HG H-P HP-N
3379,炅,S-HZ-H-H D-P-SP-N
3380,榕,H-S-P-D D-D-HG P D P-N S-HZ-H
3381,揚,H-SG-T S-HZ-H-H H P-HZG-P-P
3382,負,P-HG S-HZ-H-H-H P D
3383,啄,S-HZ-H H-P-WG-P-P-D-P-N
3384,卒,D H SP-N SP-N H-S
3385,硫,H P S HZ H D H SZ D P S SWG
3386,孤,HG XG T P P ST D N
3387,邵,HZG-SP S-HZ-H HPWG-S
3388,圩,H-S-H H-H-SG
3389,喬,P-H-SP-N S-HZ-H S-HZG S-HZ-H
3390,遊,D H HZG P P H HG XG H D HP TN
3391,腕,P HZG H H D S HG P HP D HZG SWG
3392,範,P H D P H D H S HZ H H H S HZG SWG
3393,坷,H-S-H H-SG S-HZ-H
3394,谓,D HZT S-HZ-H-S-H SP-HZG-H-H
3395,膠,SP-HZG-H-H HZG D T HZG D T P-N P P P
3396,瓢,H S HZ S S H H H SG D D P SP ST D N
3397,晦,S-HZ-H-H P-H SZ-HZG-D-D-H
3398,冥,D-HG S-HZ-H-H D-H-P-D
3399,刨,P-HZG HZ-H-SWG S SG
3400,丑,HZ-H-S-H
3401,様,H-S-P-N D P H H-S-H SG-HP-P-N
3402,刑,H H-SP-S S SG
3403,願,H-SP P-S-HZ-H-H SG P D H-P S-HZ-H-H-H P D
3404,嵩,S-SZ-S D H S-HZ-H S-HZG S-HZ-H
3405,氽,P-N SG-HP-P-N
3406,呱,S HZ H P P ST D N
3407,瘀,D-H-SP D T D-H-HZG-SP P-N D D
3408,薡,H-S-S S-HZ-H-H-H SZZ-H-SP S-H-S-HZ
3409,製,P H H S HZ S S SG D H P ST P N
3410,環,H H-S-H S-HZ-S-S-H H S-HZ-H-P-ST-P-N
3411,裡,D-HP-S-P-D S-HZ-H-H-H-S-H
3412,睦,S-HZ-H-H-H H-S-H P D H-S-H
3413,營,D-P-SP-D D-P-SP-N D-HG S-HZ-H S-HZ-H
3414,吒,S-HZ-H P H-SWG
3415,颍,P-SWG SG-HP-P-N H-P S-HZ SP-D
3416,崖,S-SZ-S H-SP H-S-H H-S-H
3417,龈,S-H-S-H SP-N SZ-S HZ-H-H-ST-P-N
3418,沂,D D T P-SP-H-S
3419,汐,D D T P-HP-D
3420,且,S-HZ-H-H-H
3421,圃,S-HZ H-S-HZG-H-H-S D H
3422,滇,D D T H-S S-HZ-H-H-H H P D
3423,歆,D H D P H S-HZ-H-H P-HG SP-N
3424,覺,P S H H P D P D HZ H H S HG S HZ H H H P SWG
3425,閏,S-HZ-H-H S-HZG-H-H H H-S-H
3426,濮,D D T P-S S-S-D-P-H D P H H-H-SP-N
3427,盎,S-HZ-H-SP-N S-HZ-S-S-H
3428,舫,P-SP-HZG-D-D-H D-H-HZG-SP
3429,繹,PZ-PZ D D D D S-HZ-S-S-H H-S-H D P H H-S
3430,骇,HZ-SZWG H D-H-PZ-P P-D
3431,蝠,S-HZ-H-S-T-D H S-HZ-H S-HZ-H-S-H
3432,葆,H-S-S P-S S-HZ-H H-S-P-N
3433,捆,H-SG-T S-HZ H-S-P-N H
3434,陇,HPWG-S H-SP-P-SWG D
3435,臆,SP-HZG-H-H D H D P H S-HZ-H-H D BXG D D
3436,暧,S-HZ-H-H P D D P D-HG H-P HP-N
3437,婕,PZ P H H HZ H H S H P N
3438,曦,S HZ H H D P H H S H P H S P D H SZWG XG P D
3439,奧,SP S-HZG P D P H-S-P-N H-SP-N
3440,蜕,S-HZ-H-S-T-D D P S-HZ-H SP SWG
3441,腸,SP-HZG-H-H S-HZ-H-H H P-HZG-P-P
3442,涿,D D T H-P-WG-P-P-D-P-N
3443,鉑,P-D H-H-S-D-P-T P-S-HZ-H-H
3444,滁,D D T HPWG-S P-N H-H-SG P D
3445,螃,S-HZ-H-S-T-D D H D P D-HG D-H-HZG-SP
3446,傑,P-S P-HP-D H-SZ-S H-S-P-N
3447,鉄,P-D H-H-S-D-P-T SP H-H-SP-N
3448,捐,H-SG-T S-HZ-H SP-HZG-H-H
3449,廛,D-H-SP S-HZ-H-H-H-S-H P TN H-S-H
3450,靶,H-S-S-H-S-HZ-H-H-S HZ-S-H-SWG
3451,廂,D-H-SP H-S-P-D S-HZ-H-H-H
3452,斌,D H P-N H H-XG D S-H-S-H
3453,槁,H-S-P-D D H S-HZ-H S-HZG S-HZ-H
3454,緒,PZ-PZ D D D D H-S-H-P S-HZ-H-H
3455,盔,H-P D-P-SP-N S-HZ-S-S-H
3456,遨,H-H-S-H-HZG-SP P-H-P-N D HZ-TN
3457,迩,P-HG SG P D D HZ-TN
3458,袍,D-HP-S-P-D P-HZG HZ-H-SWG
3459,觳,H-S-H D-HG H P-HG SP-HZG-H-H-S SP HZW HP-N
3460,匣,H S-HZ-H-H-S SZ
3461,赌,S-HZ SP-D H-S-H-P S-HZ-H-H
3462,诤,D HZT P HG HZ H H SG
3463,題,S-HZ-H-H H S-H-P-N H-P S-HZ-H-H-H P D
3464,偭,P-S H-P S-HZ-S-S-H-H-H
3465,診,D H H H S-HZ-H P-N P P P
3466,乓,P-S-H-S-H-D
3467,喀,S-HZ-H D-D-HG P-HP-N S-HZ-H
3468,鲸,P-HG S-HZ-H-S-H H D-H S-HZ-H-SG-P-D
3469,嶪,S-SZ-S S-S-D-P-H-D-P-H-H-H-S-P-N
3470,褡,D-HP-S-P-D H-S-S SP-N H S-HZ-H
3471,莘,H-S-S D H D P H H-S
3472,傢,P-S D-D-HG H-P-WG-P-P-P-N
3473,妃,PD-P-H HZ-H-SWG
3474,淄,D D T PD-PD-PD S-HZ-H-S-H
3475,將,SZ-S-H-SP P-HP D D H-SG D
3476,畫,HZ H H H S H S HZ H S H H
3477,胗,SP-HZG-H-H P-N P P P
3478,歲,S H S H H P H SG D P XG P D
3479,碰,H-P S-HZ-H D P H S-S-D-P-H
3480,戎,H-XG-P-D H-P
3481,丈,H-SP-N
3482,痤,D H P D T P D P N H S H
3483,畵,HZ H H H S H S HZ H S H SZ S
3484,晌,S-HZ-H-H P-S-HZG S-HZ-H
3485,拎,H-SG-T P-N D-HG-D
3486,婦,PD-P-H HZ-H-H D-HG S-HZG-S
3487,沛,D D T H S HZ S
3488,殊,H P HP D P H H S P N
3489,吏,H-S-HZ-H-SP-N
3490,庵,D-H-SP H-SP-N S-HZ-H-H-SWG
3491,壬,P H-S-H
3492,啓,D HZ-H-SP P-H-P-N S-HZ-H
3493,憾,D D S H-SP-XG-P-D H S-HZ-H D BXG D D
3494,眯,S-HZ-H-H-H D P H-S-P-N
3495,坯,H-S-H H-P-S-D H
3496,裢,D-HP-S-P-D H-SZ-H-S D HZ-TN
3497,叹,S-HZ-H HP-N
3498,葚,H-S-S H-S-S-H-H-H-P-D-SZ
3499,釘,P-D H-H-S-D-P-T H-SG
3500,锺,P-H-H-H-ST P-H-S-HZ-H-H-H-S-H
3501,耽,H-S-S-H-H-H D-HG-SP-SWG
3502,毡,P-H-H-SWG S-H S-HZ-H
3503,兮,P-N H-SZWG
3504,黒,S-HZ-H-H-H-S-H D D D D
3505,稼,P-H-S-P-D D-D-HG H-P-WG-P-P-P-N
3506,齊,D H D P S HZG P P ST N P S H H
3507,雏,P-HG HZ-H-H P-S-D-H-H-H-S-H
3508,領,P-N D-HG-D H-P S-HZ-H-H-H P D
3509,哟,S-HZ-H PZ-PZ T P-HZG D
3510,廎,D-H-SP P-SWG H-P S-HZ-H-H-H P D
3511,軽,H-S-HZ-H-H-H-S HP-N H-S-H
3512,朴,H-S-P-D S D
3513,權,H-S-P-D S-H S-H S-HZ-H S-HZ-H P-S-D-H-H-H-S-H
3514,曾,D P S-HZ S-D-P H S-HZ-H-H
3515,扭,H-SG-T HZ-H-S-H
3516,貢,H S-H S-HZ-H-H-H P D
3517,璎,H H-S-H S-HZ SP-D S-HZ SP-D PD-P-H
3518,檬,H-S-P-D H-S-S D-HG H H-P-WG-P-P-P-N
3519,継,P D PZ D S D D D P H S P N SZ
3520,郴,H-S-P-D H-S-P-N HPWG-S
3521,姨,PZ P H H HZ H SZWG P N
3522,渴,D D T S-HZ-H-H P-HZG P-N SZ
3523,蚬,S-HZ-H-S-T-D S-HZ SP SWG
3524,琐,H H-S-H S-D-P S-HZ SP-D
3525,挤,H-SG-T D H P-N SP S
3526,衔,P P-S P-H-H-H-ST H H-SG
3527,蕐,H S S H P D P D P D P D H H S
3528,奕,D-H-SP-SG-P-D H-SP-N
3529,約,PZ-PZ D D D D P-HZG D
3530,鞍,H-S-S-H-S-HZ-H-H-S D-D-HG PD-P-H
3531,溧,D D T H-S-HZ-SP-SW-H H-S-P-N
3532,慌,S S D H S S D H SZ P S SWG
3533,瀑,D D T S-HZ-H-H H-S-S-H-P-D SG D T P D
3534,咛,S-HZ-H D-D-HG H-SG
3535,琅,H H-S-H D HZ-H-H-ST-P-N
3536,霆,H-D-HG-S H H H H P H-S-H HZZP-N
3537,铖,P-H-H-H-ST H-SP-HZG-XG-P D
3538,餅,P-D D-HZ-H-H-ST-D D P H H-SP-S
3539,鄞,H S S H S HZ H H H S H HZZZG S
3540,蕓,S-H S-H H-D-HG-S H H H H H H-PZ-D
3541,溶,D D T D-D-HG P D P-N S-HZ-H
3542,霄,H-D-HG-S H H H H S-D-P S-HZG-H-H
3543,赂,S-HZ SP-D P-HP-N S-HZ-H
3544,莼,H-S-S PZ-PZ T H-SZ-S-SWG
3545,彌,HZ H SZWG H S P N S HZG P D P D P D P D
3546,仃,P-S H-SG
3547,沏,D D T H-SWG HZG-SP
3548,铠,P-H-H-H-ST S-SZ-S HZ-H-SWG
3549,慰,HZ-H-SP H H SG P D H-SG-D D BXG D D
3550,瑛,H H-S-H H-S-S S-HZ-H-SP-N
3551,笕,P-H-D P-H-D S-HZ SP SWG
3552,嶩,S-SZ-S S-HZ-H-S-S-H H-SP H H-ST-P-N
3553,兢,H-S-S-HZ-H-SP-SWG H-S-S-HZ-H-SP-SWG
3554,绥,PZ-PZ T P D D P PD-P-H
3555,邨,H-SZ-S-SWG HPWG-S
3556,坂,H-S-H P-SP HP-N
3557,賞,S-D-P D-HG S-HZ-H S-HZ-H-H-H P D
3558,渎,D D T H-S HG D D H-SP-D
3559,辐,H-SZ-H-S H S-HZ-H S-HZ-H-S-H
3560,鴿,SP-N H S-HZ-H P-S-HZ-H-H-H-HZG D D D D
3561,劉,P ST D HZG P P N H H S D P T S SG
3562,籣,P-H-D P-H-D S-HZ-H-H S-HZG-H-H H-S-HZ-D-P-H-S-P-N
3563,渍,D D T H-H-S-H S-HZ SP-D
3564,竿,P-H-D P-H-D H H-S
3565,胥,HG S-H-P-N SP-HZG-H-H
3566,莭,H S S P S HZ H H P SWG HZG S
3567,儲,P-S D H H H S-HZ-H H-S-H-P S-HZ-H-H
3568,鰲,H-S-H D-H-HZG-SP P-H-P-N P-HG S-HZ-H-S-H D D D D
3569,旯,S-HZ-H-H SP-HZWG
3570,窃,D D-HG P TN H-SWG HZG-SP
3571,曝,S-HZ-H-H S-HZ-H-H H-S-S-H-P-D SG D T P D
3572,鹧,D-H-SP H-S-S-H D D D D P-HZG-D-SZWG H
3573,啃,S-HZ-H S-H-S-H SP-HZG-H-H
3574,僅,P S H S S H S HZ H H H S H
3575,膨,SP-HZG-H-H H-S-H S-HZ-H D P H P P P
3576,砺,H-P S-HZ-H H-SP H-SP-HZG
3577,峪,S-SZ-S P D P-N S-HZ-H
3578,呆,S-HZ-H H-S-P-N
3579,嶺,S-SZ-S P-N D-HG-D H-P S-HZ-H-H-H P D
3580,阵,HPWG-S H-SZ-H-S
3581,竺,P-H-D P-H-D H H
3582,疤,D-H-SP D T HZ-S-H-SWG
3583,廚,D-H-SP H-S-H S-HZ-H D P H H-SG-D
3584,赈,S-HZ SP-D H-SP H H-ST-P-N
3585,剃,D P HZ H SZWG S P S SG
3586,叽,S-HZ-H SP HZWG
3587,調,D H H H S-HZ-H SP-HZG H-S-H S-HZ-H
3588,頂,H-SG H-P S-HZ-H-H-H P D
3589,瑟,H H-S-H H H-S-H D BXG D P D
3590,禦,P P S P H H S H S H HZG S H H SG P N
3591,囱,P-S-HZ-P-HP-D-H
3592,隱,HPWG-S P D D P H S-H HZ-H-H D BXG D D
3593,霓,H-D-HG-S H H H H P-S-H-HZ-H-H SP SWG
3594,韶,D H D P H S-HZ-H-H HZG-SP S-HZ-H
3595,苼,H-S-S P-H-H-S-H
3596,喱,S-HZ-H H-SP S-HZ-H-H-H-S-H
3597,絨,PZ-PZ D D D D H-XG-P-D H-P
3598,嗑,S-HZ-H H-S-H PZ-D S-HZ-S-S-H
3599,酗,H-S-HZ-SP-SW-H-H P-N SZ-S
3600,哉,H-S H-XG-P-D S-HZ-H
3601,迠,S-H S-HZ-H D HZ-TN
3602,凇,D T H-S-P-D P N PZ-D
3603,桁,H-S-P-D P P-S H H-SG
3604,芊,H-S-S P-H-S
3605,粀,D P H-S-P-N H-SP-N
3606,昔,H-S-S-H S-HZ-H-H
3607,涟,D D T H-SZ-H-S D HZ-TN
3608,铨,P-H-H-H-ST P-TN H H-S-H
3609,珞,H H-S-H P-HP-N S-HZ-H
3610,肢,SP-HZG-H-H H-S HP-N
3611,烁,D P P D P SZ SG P D
3612,穴,D D-HG P TN
3613,濟,D D T D H D P S HZG P P ST N P S H H
3614,闌,S-HZ-H-H S-HZG-H-H H-S-HZ-D-P-H-S-P-N
3615,靚,H-H-S-H SP-HZG-H-H S-HZ-H-H-H SP SWG
3616,寝,D-D-HG S D T HZ-H-H D-HG HP-N
3617,羯,D-P-H-H-H-P S-HZ-H-H P-HZG P-N SZ
3618,夌,H-S-H P TN P-HP-N
3619,菠,H-S-S D D T HG-SP-S-HP-N
3620,熱,H-S-H P D H-S-H SP-HZWG-D D D D D
3621,漪,D D T P-WG-P H-SP-N H-SG S-HZ-H
3622,哗,S-HZ-H P-S P-SWG H-S
3623,垦,HZ-H-H-ST-P-N H-S-H
3624,炳,D-P-SP-D H-S-HZG-SP-D
3625,琥,H H-S-H S-H-HG-SP H-SWG SP HZWG
3626,屡,HZ-H-SP D P H-S-P-N PD-P-H
3627,挽,H-SG-T P-HG-S-HZ-H-SP-SWG
3628,尴,H P SWG S S P H D S HZ S S H
3629,尬,H-SP-SWG P-N SP S
3630,軸,H-S-HZ-H-H-H-S S-HZ-H-S-H
3631,塌,H-S-H S-HZ-H-H HZG D T HZG D T
3632,葩,H-S-S P-S-HZ-H-H HZ-S-H-SWG
3633,俩,P-S H-S-HZG-SP-D-SP-D
3634,晤,S-HZ-H-H H-S-HZ-H S-HZ-H
3635,峭,S-SZ-S S-D-P S-HZG-H-H
3636,辞,P-H-S S-HZ-H D H D P H H-S
3637,悼,D D S S-H S-HZ-H-H H-S
3638,吵,S-HZ-H SG P D P
3639,迭,SP H-H-SP-N D HZ-TN
3640,壽,H-S-H HG H S-H H S-HZ-H H-SG-D
3641,濠,D D T D H S-HZ-H D-HG H-P-WG-P-P-P-N
3642,缪,PZ-PZ T HZG D T HZG D T P-N P P P
3643,逼,H S-HZ-H S-HZ-H-S-H D HZ-TN
3644,蛮,D-H-SP-SG-P-D S-HZ-H-S-T-D
3645,犟,HZ-H-SZWG S-HZ-H S-HZ-H-S-T-D P-H-H-S
3646,橘,H-S-P-D HG-D-HG-SG-P S-HZG P D S-HZ-H
3647,滥,D D T S S P H D S HZ S S H
3648,诀,D HZT HZ-H-SP-N
3649,砚,H-P S-HZ-H S-HZ SP SWG
